key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
9007	20	9005	S$^e^$nmaau	0	/$gk: [[ek mhtros, omomhtrios]]$/	/$gk: [[ek mhtros, omomhtrios]]$/	ek mhtros, omomhtrios	585a	21	2014-07-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/9007.html	ϣ(ⲉ)ⲛⲙⲁⲁⲩ	ϣ(ⲉ)ⲛⲙⲁⲁⲩ	ϣⲛⲙⲁⲁⲩ, ϣⲉⲛⲙⲁⲁⲩ	ϣⲛⲙⲁⲁⲩ, ϣⲉⲛⲙⲁⲁⲩ	-	εκ μητροσ, ομομητριοσ	[εκ μητροσ, ομομητριοσ]		"<span style=""opacity:0.7"">[εκ μητροσ, ομομητριοσ]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%BA"">εκ</a> <a href=""https://logeion.uchicago.edu/%CE%BC%CE%B7%CF%84%CF%81%CE%BF%CF%83"">μητροσ</a>, <a href=""https://logeion.uchicago.edu/%CE%BF%CE%BC%CE%BF%CE%BC%CE%B7%CF%84%CF%81%CE%B9%CE%BF%CF%83"">ομομητριοσ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=585a	ϣⲛⲙⲁⲁⲩ, ϣⲉⲛⲙⲁⲁⲩ	ϣⲛⲙⲁⲁⲩ, ϣⲉⲛⲙⲁⲁⲩ	ϣⲛⲙⲁⲁⲩ, ϣⲉⲛⲙⲁⲁⲩ	ϣⲛⲙⲁⲁⲩ, ϣⲉⲛⲙⲁⲁⲩ	ϣⲛⲙⲁⲁⲩ, ϣⲉⲛⲙⲁⲁⲩ	ϣⲛⲙⲁⲁⲩ, ϣⲉⲛⲙⲁⲁⲩ	ϣⲛⲙⲁⲁⲩ, ϣⲉⲛⲙⲁⲁⲩ	ϣⲛⲙⲁⲁⲩ, ϣⲉⲛⲙⲁⲁⲩ	ϣⲛⲙⲁⲁⲩ, ϣⲉⲛⲙⲁⲁⲩ	ϣⲛⲙⲁⲁⲩ, ϣⲉⲛⲙⲁⲁⲩ	1
9008	20	9005	Snson,Snnson,Senswne	0				585a	22	2014-07-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/9008.html	ϣⲛⲥⲟⲛ, ϣⲛⲛⲥⲟⲛ, ϣⲉⲛⲥⲱⲛⲉ	ϣⲛⲥⲟⲛ, ϣⲛⲛⲥⲟⲛ, ϣⲉⲛⲥⲱⲛⲉ	ϣⲛⲥⲟⲛ, ϣⲛⲛⲥⲟⲛ, ϣⲉⲛⲥⲱⲛⲉ	ϣⲛⲥⲟⲛ, ϣⲛⲛⲥⲟⲛ, ϣⲉⲛⲥⲱⲛⲉ	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=585a	ϣⲛⲥⲟⲛ, ϣⲛⲛⲥⲟⲛ, ϣⲉⲛⲥⲱⲛⲉ	ϣⲛⲥⲟⲛ, ϣⲛⲛⲥⲟⲛ, ϣⲉⲛⲥⲱⲛⲉ	ϣⲛⲥⲟⲛ, ϣⲛⲛⲥⲟⲛ, ϣⲉⲛⲥⲱⲛⲉ	ϣⲛⲥⲟⲛ, ϣⲛⲛⲥⲟⲛ, ϣⲉⲛⲥⲱⲛⲉ	ϣⲛⲥⲟⲛ, ϣⲛⲛⲥⲟⲛ, ϣⲉⲛⲥⲱⲛⲉ	ϣⲛⲥⲟⲛ, ϣⲛⲛⲥⲟⲛ, ϣⲉⲛⲥⲱⲛⲉ	ϣⲛⲥⲟⲛ, ϣⲛⲛⲥⲟⲛ, ϣⲉⲛⲥⲱⲛⲉ	ϣⲛⲥⲟⲛ, ϣⲛⲛⲥⲟⲛ, ϣⲉⲛⲥⲱⲛⲉ	ϣⲛⲥⲟⲛ, ϣⲛⲛⲥⲟⲛ, ϣⲉⲛⲥⲱⲛⲉ	ϣⲛⲥⲟⲛ, ϣⲛⲛⲥⲟⲛ, ϣⲉⲛⲥⲱⲛⲉ	1
9009	20	9005	S$^e^$noua,S$^e^$nouai,Sououa	0	cousin	cousin		585a	23	2014-07-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/9009.html	ϣ(ⲉ)ⲛⲟⲩⲁ, ϣ(ⲉ)ⲛⲟⲩⲁⲓ, ϣⲟⲩⲟⲩⲁ	ϣ(ⲉ)ⲛⲟⲩⲁ, ϣ(ⲉ)ⲛⲟⲩⲁⲓ, ϣⲟⲩⲟⲩⲁ	ϣⲛⲟⲩⲁ, ϣⲉⲛⲟⲩⲁ, ϣⲛⲟⲩⲁⲓ, ϣⲉⲛⲟⲩⲁⲓ, ϣⲟⲩⲟⲩⲁ	ϣⲛⲟⲩⲁ, ϣⲉⲛⲟⲩⲁ, ϣⲛⲟⲩⲁⲓ, ϣⲉⲛⲟⲩⲁⲓ, ϣⲟⲩⲟⲩⲁ	-		cousin	cousin	cousin	cousin	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=585a	ϣⲛⲟⲩⲁ, ϣⲉⲛⲟⲩⲁ, ϣⲛⲟⲩⲁⲓ, ϣⲉⲛⲟⲩⲁⲓ, ϣⲟⲩⲟⲩⲁ	ϣⲛⲟⲩⲁ, ϣⲉⲛⲟⲩⲁ, ϣⲛⲟⲩⲁⲓ, ϣⲉⲛⲟⲩⲁⲓ, ϣⲟⲩⲟⲩⲁ	ϣⲛⲟⲩⲁ, ϣⲉⲛⲟⲩⲁ, ϣⲛⲟⲩⲁⲓ, ϣⲉⲛⲟⲩⲁⲓ, ϣⲟⲩⲟⲩⲁ	ϣⲛⲟⲩⲁ, ϣⲉⲛⲟⲩⲁ, ϣⲛⲟⲩⲁⲓ, ϣⲉⲛⲟⲩⲁⲓ, ϣⲟⲩⲟⲩⲁ	ϣⲛⲟⲩⲁ, ϣⲉⲛⲟⲩⲁ, ϣⲛⲟⲩⲁⲓ, ϣⲉⲛⲟⲩⲁⲓ, ϣⲟⲩⲟⲩⲁ	ϣⲛⲟⲩⲁ, ϣⲉⲛⲟⲩⲁ, ϣⲛⲟⲩⲁⲓ, ϣⲉⲛⲟⲩⲁⲓ, ϣⲟⲩⲟⲩⲁ	ϣⲛⲟⲩⲁ, ϣⲉⲛⲟⲩⲁ, ϣⲛⲟⲩⲁⲓ, ϣⲉⲛⲟⲩⲁⲓ, ϣⲟⲩⲟⲩⲁ	ϣⲛⲟⲩⲁ, ϣⲉⲛⲟⲩⲁ, ϣⲛⲟⲩⲁⲓ, ϣⲉⲛⲟⲩⲁⲓ, ϣⲟⲩⲟⲩⲁ	ϣⲛⲟⲩⲁ, ϣⲉⲛⲟⲩⲁ, ϣⲛⲟⲩⲁⲓ, ϣⲉⲛⲟⲩⲁⲓ, ϣⲟⲩⲟⲩⲁ	ϣⲛⲟⲩⲁ, ϣⲉⲛⲟⲩⲁ, ϣⲛⲟⲩⲁⲓ, ϣⲉⲛⲟⲩⲁⲓ, ϣⲟⲩⲟⲩⲁ	1
9010	20	9005	(S) SntesHime (F) SersHime,SelsHime	0				585a	24	2014-07-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/9010.html	"(S) ϣⲛⲧⲉⲥϩⲓⲙⲉ
(F) ϣⲉⲣⲥϩⲓⲙⲉ, ϣⲉⲗⲥϩⲓⲙⲉ"	"(S) ϣⲛⲧⲉⲥϩⲓⲙⲉ
(F) ϣⲉⲣⲥϩⲓⲙⲉ, ϣⲉⲗⲥϩⲓⲙⲉ"	ϣⲛⲧⲉⲥϩⲓⲙⲉ, ϣⲉⲣⲥϩⲓⲙⲉ, ϣⲉⲗⲥϩⲓⲙⲉ	"(S) ϣⲛⲧⲉⲥϩⲓⲙⲉ
(F) ϣⲉⲣⲥϩⲓⲙⲉ, ϣⲉⲗⲥϩⲓⲙⲉ"	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=585a	ϣⲛⲧⲉⲥϩⲓⲙⲉ						ϣⲉⲣⲥϩⲓⲙⲉ, ϣⲉⲗⲥϩⲓⲙⲉ				1
9011	20	9005	(S,sA) Srnouwt (S) Srouwt (F) Sel nouwt	0	/$gk: [[monogenhs]]$/	/$gk: [[monogenhs]]$/	monogenhs	585a	25	2014-07-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/9011.html	"(S, sA) ϣⲣⲛⲟⲩⲱⲧ
(S) ϣⲣⲟⲩⲱⲧ
(F) ϣⲉⲗ ⲛⲟⲩⲱⲧ"	"(S, sA) ϣⲣⲛⲟⲩⲱⲧ
(S) ϣⲣⲟⲩⲱⲧ
(F) ϣⲉⲗ ⲛⲟⲩⲱⲧ"	ϣⲣⲛⲟⲩⲱⲧ, ϣⲣⲟⲩⲱⲧ, ϣⲉⲗ ⲛⲟⲩⲱⲧ	"(S, sA) ϣⲣⲛⲟⲩⲱⲧ
(S) ϣⲣⲟⲩⲱⲧ
(F) ϣⲉⲗ ⲛⲟⲩⲱⲧ"	-	μονογενησ	[μονογενησ]		"<span style=""opacity:0.7"">[μονογενησ]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BC%CE%BF%CE%BD%CE%BF%CE%B3%CE%B5%CE%BD%CE%B7%CF%83"">μονογενησ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=585a	"ϣⲣⲛⲟⲩⲱⲧ
ϣⲣⲟⲩⲱⲧ"				ϣⲣⲛⲟⲩⲱⲧ		ϣⲉⲗ ⲛⲟⲩⲱⲧ				1
9012	20	9005	(S) SrHoout	0	/$gk: [[uios arshn]]$/	/$gk: [[uios arshn]]$/	uios arshn	585b	26	2014-07-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/9012.html	(S) ϣⲣϩⲟⲟⲩⲧ	(S) ϣⲣϩⲟⲟⲩⲧ	ϣⲣϩⲟⲟⲩⲧ	(S) ϣⲣϩⲟⲟⲩⲧ	-	υιοσ αρσην	[υιοσ αρσην]		"<span style=""opacity:0.7"">[υιοσ αρσην]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%85%CE%B9%CE%BF%CF%83"">υιοσ</a> <a href=""https://logeion.uchicago.edu/%CE%B1%CF%81%CF%83%CE%B7%CE%BD"">αρσην</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=585b	ϣⲣϩⲟⲟⲩⲧ										1
9013	20	9005	(A,sA) Srmrrit	0	/$gk: [[hgaphmenos]]$/	/$gk: [[hgaphmenos]]$/	hgaphmenos	585b	27	2014-07-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/9013.html	(A, sA) ϣⲣⲙⲣⲣⲓⲧ	(A, sA) ϣⲣⲙⲣⲣⲓⲧ	ϣⲣⲙⲣⲣⲓⲧ	(A, sA) ϣⲣⲙⲣⲣⲓⲧ	-	ηγαπημενοσ	[ηγαπημενοσ]		"<span style=""opacity:0.7"">[ηγαπημενοσ]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B7%CE%B3%CE%B1%CF%80%CE%B7%CE%BC%CE%B5%CE%BD%CE%BF%CF%83"">ηγαπημενοσ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=585b				ϣⲣⲙⲣⲣⲓⲧ	ϣⲣⲙⲣⲣⲓⲧ						1
9014	20	9005	(S) Srbwwn (A) Shrbououne	0	/$gk: [[ekgonos kakos]]$/	/$gk: [[ekgonos kakos]]$/	ekgonos kakos	585b	28	2014-07-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/9014.html	"(S) ϣⲣⲃⲱⲱⲛ
(A) ϣⲏⲣⲃⲟⲩⲟⲩⲛⲉ"	"(S) ϣⲣⲃⲱⲱⲛ
(A) ϣⲏⲣⲃⲟⲩⲟⲩⲛⲉ"	ϣⲣⲃⲱⲱⲛ, ϣⲏⲣⲃⲟⲩⲟⲩⲛⲉ	"(S) ϣⲣⲃⲱⲱⲛ
(A) ϣⲏⲣⲃⲟⲩⲟⲩⲛⲉ"	-	εκγονοσ κακοσ	[εκγονοσ κακοσ]		"<span style=""opacity:0.7"">[εκγονοσ κακοσ]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%BA%CE%B3%CE%BF%CE%BD%CE%BF%CF%83"">εκγονοσ</a> <a href=""https://logeion.uchicago.edu/%CE%BA%CE%B1%CE%BA%CE%BF%CF%83"">κακοσ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=585b	ϣⲣⲃⲱⲱⲛ			ϣⲏⲣⲃⲟⲩⲟⲩⲛⲉ							1
9015	20	9005	(S) Snrwme	0	daughter of men	daughter of men		585b	29	2014-07-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/9015.html	(S) ϣⲛⲣⲱⲙⲉ	(S) ϣⲛⲣⲱⲙⲉ	ϣⲛⲣⲱⲙⲉ	(S) ϣⲛⲣⲱⲙⲉ	-		daughter of men	daughter of men	daughter of men	daughter of men	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=585b	ϣⲛⲣⲱⲙⲉ										1
1557	21	0	(S) mas nr.	0	born of man	born of man		295a	1	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1557.html	(S) ⲙⲁⲥ ⲛⲣ.	(S) ⲙⲁⲥ ⲛⲣ.	ⲙⲁⲥ ⲛⲣ.	(S) ⲙⲁⲥ ⲛⲣ.	-		born of man	born of man	born of man	born of man	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=295a	ⲙⲁⲥ ⲛⲣ.										0
1558	21	0	(S,sA,B) atr.	0	without man, friendless /$gk: [[erhmos]]$/	without man, friendless /$gk: [[erhmos]]$/	erhmos	295a	2	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1558.html	(S, sA, B) ⲁⲧⲣ.	(S, sA, B) ⲁⲧⲣ.	ⲁⲧⲣ.	(S, sA, B) ⲁⲧⲣ.	-	ερημοσ	without man, friendless [ερημοσ]	without man, friendless	"without man, friendless <span style=""opacity:0.7"">[ερημοσ]</span>"	"without man, friendless <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CF%81%CE%B7%CE%BC%CE%BF%CF%83"">ερημοσ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=295a	ⲁⲧⲣ.				ⲁⲧⲣ.	ⲁⲧⲣ.					0
1559	21	0	mai r.	0	man-loving, kind	man-loving, kind		295a	3	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1559.html	ⲙⲁⲓ ⲣ.	ⲙⲁⲓ ⲣ.	ⲙⲁⲓ ⲣ.	ⲙⲁⲓ ⲣ.	-		man-loving, kind	man-loving, kind	man-loving, kind	man-loving, kind	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=295a	ⲙⲁⲓ ⲣ.	ⲙⲁⲓ ⲣ.	ⲙⲁⲓ ⲣ.	ⲙⲁⲓ ⲣ.	ⲙⲁⲓ ⲣ.	ⲙⲁⲓ ⲣ.	ⲙⲁⲓ ⲣ.	ⲙⲁⲓ ⲣ.	ⲙⲁⲓ ⲣ.	ⲙⲁⲓ ⲣ.	0
1560	21	0	maste r.	0	man-hating	man-hating		295a	4	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1560.html	ⲙⲁⲥⲧⲉ ⲣ.	ⲙⲁⲥⲧⲉ ⲣ.	ⲙⲁⲥⲧⲉ ⲣ.	ⲙⲁⲥⲧⲉ ⲣ.	-		man-hating	man-hating	man-hating	man-hating	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=295a	ⲙⲁⲥⲧⲉ ⲣ.	ⲙⲁⲥⲧⲉ ⲣ.	ⲙⲁⲥⲧⲉ ⲣ.	ⲙⲁⲥⲧⲉ ⲣ.	ⲙⲁⲥⲧⲉ ⲣ.	ⲙⲁⲥⲧⲉ ⲣ.	ⲙⲁⲥⲧⲉ ⲣ.	ⲙⲁⲥⲧⲉ ⲣ.	ⲙⲁⲥⲧⲉ ⲣ.	ⲙⲁⲥⲧⲉ ⲣ.	0
1561	21	0	(S,B) mntr.,metr.	0	humanity	humanity		295a	5	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1561.html	(S, B) ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	(S, B) ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	(S, B) ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	-		humanity	humanity	humanity	humanity	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=295a	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.					ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.					0
